"siteID"	"xcoord"	"ycoord"	"wgt"	"Basin"	"Status"	"TNT"	"pH_Cat"	"Coliform_Cat"	"Oxygen"	"Turbidity"
"FLW03414-1610"	8617153.23460862	12850752.6703742	5.36904761904762	"NWFWMD-1"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-1634"	8670185.88533654	12849715.085691	5.36904761904762	"NWFWMD-1"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1642"	8637428.46153727	12844906.2025752	5.36904761904762	"NWFWMD-1"	"Sampled"	"Target"	"(8,14]"	"(0,5]"	10.06	3.7
"FLW03414-1650"	8607623.72336571	12860866.2973928	5.36904761904762	"NWFWMD-1"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1674"	8621099.89297912	12827117.127118	5.36904761904762	"NWFWMD-1"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1682"	8673469.18907804	12876931.325242	5.36904761904762	"NWFWMD-1"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	8.63	1.2
"FLW03414-1698"	8640895.0240883	12857898.1961631	5.36904761904762	"NWFWMD-1"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1730"	8668475.61272936	12861603.4860056	5.36904761904762	"NWFWMD-1"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1738"	8622719.57457148	12805441.2380531	5.36904761904762	"NWFWMD-1"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1746"	8604048.7165294	12882097.4662866	5.36904761904762	"NWFWMD-1"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1762"	8651404.76851963	12866034.3366448	5.36904761904762	"NWFWMD-1"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	9.54	1.1
"FLW03414-1794"	8636918.0768464	12881284.4097613	5.36904761904762	"NWFWMD-1"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1802"	8618852.76007261	12842039.3311758	5.36904761904762	"NWFWMD-1"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	9	1.5
"FLW03414-1826"	8625196.19927016	12858127.4799393	5.36904761904762	"NWFWMD-1"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	9.78	4.4
"FLW03414-0012"	8572932.25054588	12898573.0087717	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	7.52	1.7
"FLW03414-0030"	8574860.71085997	12942201.1904287	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0084"	8562211.63024928	12940686.7507457	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-0110"	8568939.02215502	12935909.9692875	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	6.4	1.7
"FLW03414-0116"	8548846.49812132	12933562.4333028	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0126"	8586078.72038322	12909306.7548969	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	4.03	0.7
"FLW03414-0140"	8542316.4006452	12930818.991342	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	4.43	2.8
"FLW03414-0180"	8553826.70003009	12916824.1393348	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0190"	8577610.14496468	12907906.2849736	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0238"	8578756.74789646	12937037.0502531	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-0244"	8563377.59711807	12927960.9369351	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0254"	8682681.21365113	12872485.0584976	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	8.52	1.2
"FLW03414-0263"	8687130.93359862	12950518.3291158	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0268"	8553223.290818	12894311.3365833	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-0308"	8545755.56705902	12905805.3316359	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0318"	8579136.06787707	12905410.7601833	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0366"	8589051.71301754	12930313.283211	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0372"	8559726.88238694	12932099.8769366	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0382"	8678158.71217874	12935410.6627658	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0404"	8551358.24131501	12934194.604079	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0430"	8566672.89967353	12936636.733439	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	3.29	21
"FLW03414-0436"	8549692.33717684	12925474.1782373	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0446"	8584753.41401025	12912458.0690109	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0500"	8569862.47597473	12900093.4190198	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0524"	8561519.4580851	12896866.7344034	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	9.5	1.9
"FLW03414-0574"	8577940.78377548	12917936.4132962	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0622"	8567412.9019734	12939897.523172	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0628"	8560173.70868704	12934905.9456516	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0638"	8638108.82238954	12945010.6771238	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(5,50]"	7	1.4
"FLW03414-0672"	8568374.64199925	12900264.6170306	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0690"	8575271.07038682	12936120.6891491	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0776"	8556691.26118021	12926275.1456096	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0786"	8585502.95317325	12915458.2748863	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0795"	8681608.08077497	12940152.1631734	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0800"	8557797.51611465	12898137.2660838	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0850"	8577113.22775797	12904120.0184069	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0872"	8564866.01284771	12944437.4399358	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0898"	8570655.39908676	12933043.2255779	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0904"	8557911.8729897	12935689.9209648	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0914"	8621378.66315492	12921122.0218253	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(5,50]"	6.87	0.75
"FLW03414-0928"	8573210.15315424	12901906.6621626	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(5,50]"	8.1	2.5
"FLW03414-0946"	8572899.01638817	12928991.5308879	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0978"	8584718.0183676	12896012.6384857	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(6,8]"	"(50,500]"	7.57	220
"FLW03414-1026"	8568840.67349364	12934037.9965752	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(50,500]"	4.89	2.8
"FLW03414-1032"	8550437.4244327	12934413.5651701	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1042"	8597027.12465791	12907185.5459522	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1051"	8686480.49308864	12956831.9846959	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1056"	8564664.70518111	12905343.893174	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-1096"	8544086.10869683	12918435.3325363	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1106"	8572237.90669987	12905941.6144165	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1154"	8588727.02269294	12931122.8958177	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-1160"	8557174.90183548	12930762.5880122	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-1170"	8681774.54650057	12872966.608231	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	8.5	3.9
"FLW03414-1184"	8569177.24279748	12898057.1399217	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-1202"	8576315.29096334	12926688.3789788	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1256"	8550071.75736995	12935721.5505437	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-1282"	8565724.15251274	12939061.0157923	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1288"	8553103.4602028	12926990.2158809	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1298"	8582409.96778505	12913067.9183233	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1307"	8687518.57770065	12951099.2941673	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1312"	8565855.86348216	12894840.2770027	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1352"	8541137.52459751	12920453.1929788	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1362"	8575166.9539503	12898730.1383863	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1384"	8567079.1509753	12941460.2361775	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1410"	8584857.67614655	12933539.565543	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1416"	8556671.44224106	12933781.0064931	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1426"	8678674.62332418	12904498.5766999	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1440"	8567211.01731431	12895910.7659229	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(5,50]"	8.79	1.3
"FLW03414-1458"	8566707.79561235	12943323.5818915	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-1490"	8574691.83785838	12919120.8050889	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1512"	8563417.66712607	12938481.9608894	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1538"	8571010.20382348	12933080.0693305	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-1544"	8560855.02889085	12936009.9098038	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1554"	8633466.33630086	12936975.4129507	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1568"	8541590.6548002	12924673.3639586	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1608"	8550606.07113045	12914014.1734568	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1618"	8582923.65406801	12918105.5141946	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1672"	8565533.59899726	12927977.6097721	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1696"	8570128.67122973	12897169.6302325	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	5.75	2.9
"FLW03414-1800"	8552231.32068012	12924904.8766266	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(5,50]"	3.79	16
"FLW03414-1810"	8580598.19087301	12910923.193037	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1819"	8679492.5401123	12950335.4417337	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1824"	8563524.96392159	12897678.7092154	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-1842"	8590701.99061402	12920410.8198412	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1874"	8580967.09041372	12899167.5435682	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	10.37	15
"FLW03414-1922"	8586742.09558033	12935814.5540252	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	9.08	1.2
"FLW03414-1928"	8555945.54886194	12935050.5165144	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1938"	8679960.09345272	12903233.544426	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1952"	8566740.29872946	12895090.6640885	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	1.91	1.3
"FLW03414-1970"	8572726.4599486	12943167.5288329	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2002"	8597979.33409416	12885899.6612696	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2024"	8561327.61632283	12937966.5090321	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2050"	8572005.10898363	12933952.2841892	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2056"	8547460.46517812	12928828.9297799	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-2066"	8616647.97564347	12940935.098431	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2080"	8541298.37037857	12932546.3012919	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2120"	8542302.29027496	12920583.6772148	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2130"	8583427.63156459	12917158.6969946	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2162"	8587258.42895632	12951935.666801	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-2178"	8589078.52662955	12927359.1710828	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	6.58	0.5
